Compound_id,drug_name,canonical_smiles,inchi_key,LogS (aqueous solubility),LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,0,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,Hepatotoxicity,Neurotoxicity,Nephrotoxicity,Respiratory Toxicity,Cardiotoxicity,Carcinogenicity,Immunotoxicity,Mutagenicity,Cytotoxicity,BBB,Ecotoxicity,Clinical toxicity,Nutritional toxicity,Aryl hydrocarbon Receptor (AhR),Androgen Receptor (AR),Androgen Receptor Ligand Binding Domain (AR-LBD),Aromatasen,Estrogen Receptor Alpha (ER),Estrogen Receptor Ligand Binding Domain (ER-LBD),Peroxisome Proliferator Activated Receptor Gamma (PPAR-Gamma),Nuclear factor (erythroid-derived 2)-like 2/antioxidant responsive element (nrf2/ARE),Heat shock factor response element (HSE),Mitochondrial Membrane Potential (MMP),Phosphoprotein (Tumor Supressor) p53,ATPase family AAA domain-containing protein 5 (ATAD5),Thyroid hormone receptor alpha (THR?),Thyroid hormone receptor beta (THR?),Transtyretrin (TTR),Ryanodine receptor (RYR),GABA receptor (GABAR),Glutamate N-methyl-D-aspartate receptor (NMDAR), alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor (AMPAR),Kainate receptor (KAR),Achetylcholinesterase (AChE),Constitutive androstane receptor (CAR),Pregnane X receptor (PXR),NADH-quinone oxidoreductase (NADHOX),Voltage gated sodium channel (VGSC),Na+/I- symporter (NIS),Cytochrome CYP1A2CYP1A2,Cytochrome CYP2C19CYP2C19 ,Cytochrome CYP2C9CYP2C9,Cytochrome CYP2D6CYP2D6,Cytochrome CYP3A4CYP3A4,Cytochrome CYP2E1CYP2E1
S2265,Artesunate (WR-256283),CC1CCC2C(C)C(OC3OC4(C)CCC1C23OO4)OC(=O)CCC(O)=O,,-4.345,2.265,2.644,0.955,0.001,0.003,0.003,0.074,-5.299,5.74E-05,0.643,0.8391,0.694,0.1389,0.008,0.826,0.013,0.831,0.014,0.781,0.019,0.249,0.013,0.167,14.45,0.549,0.101,0.965,0.873,0.433,0.261,0.531,0.156,0.91,0.003,0.008,0.895,0.571,2.707,3.412,4.719,0.002,0.382,0.007,0.029,0.1,0.644,0.938,0.145,0.052,0.053,0.11,0.963,384.18,368.003,1.044,8,1,100.52,5,4,0,8,0,21,0.238,8,1,0,1,0,2,1,1,0,0.583,5.668,0.895,95.333,3.145,0,1,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 4,OC(=O)CCC(=O)OC1OC2OC3(C)CCC4C2(C(C1C)CCC4C)OO3,C19H28O8,384.42,27,0,0.89,5,8,1,92.46,100.52,2.62,1.88,2.6,1.88,1.37,2.07,-3.08,0.321,0.000836,Soluble,-3.61,0.0937,0.000244,Soluble,-1.73,7.22,0.0188,Soluble,High,No,No,No,No,No,No,No,-7.31,0,0,0,0,0,0.56,0,1,1,6.67,0.76,0.84,0.67,0.66,0.78,0.65,0.87,0.63,0.87,0.84,0.58,0.5,0.5,0.99,0.97,0.97,0.84,0.92,0.98,0.93,0.96,0.96,0.69,0.83,0.9,0.81,0.91,0.66,0.6,0.59,0.97,0.99,0.99,0.54,0.98,0.66,0.52,0.96,0.9,0.67,0.93,0.82,0.87,0.63,0.99
S2284,Colchicine (NSC 757),COC1=CC=C2C(=CC1=O)C(CCC3=C2C(=C(OC)C(=C3)OC)OC)NC(C)=O,,-3.013,1.58,1.177,0.845,0.77,0.004,0.004,0.026,-4.68,1.87E-05,0.744,0.62,0.679,0.1953,0.063,0.958,0.182,0.882,0.04,0.567,0.08,0.508,0.314,0.909,1.958,0.31,0.049,0.532,0.227,0.18,0.048,0.514,0.05,0.038,0.003,0.009,0.035,1.244,2.891,5.028,6.645,0.331,0.055,0.691,0.581,0.344,0.136,0.291,0.724,0.914,0.131,0.464,0.892,399.17,406.045,0.983,7,1,83.09,6,3,16,7,0,20,0.3,1,0,0,0,0,2,0,0,0,0.833,2.924,0.364,64,0.755,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 69,COc1c(OC)cc2c(c1OC)c1ccc(c(=O)cc1C(CC2)NC(=O)C)OC,C22H25NO6,399.44,29,13,0.36,6,6,1,109.36,83.09,3.28,1.03,2.55,1.02,3.9,2.36,-2.9,0.502,0.00126,Soluble,-2.36,1.72,0.00432,Soluble,-6.66,0.0000876,0.000000219,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-8.01,0,0,0,0,0,0.55,0,0,1,3.87,0.65,0.56,0.53,0.53,0.63,0.55,0.99,0.89,0.88,0.98,0.54,0.54,0.7,0.93,0.98,0.97,0.95,0.96,0.98,0.96,0.98,0.98,1,0.73,1,0.51,0.51,0.73,0.72,0.7,0.99,0.99,0.99,0.79,0.97,0.74,0.72,0.76,0.98,0.72,0.8,0.79,0.67,0.97,1
S2452,Amfebutamone (Bupropion) HCl,Cl.CC(NC(C)(C)C)C(=O)C1=CC=CC(=C1)Cl,,-2.959,2.919,3.386,0.004,0.013,0.004,0.002,0.008,-4.438,8.74E-06,0.794,0.8676,2.146,0.2138,0.342,0.889,0.239,0.864,0.042,0.353,0.829,0.87,0.08,0.64,2.163,0.473,0.095,0.356,0.034,0.009,0.58,0.246,0.079,0.023,0.003,0.009,0.558,1.206,3.406,4.005,3.489,0.001,0.001,0.022,0.003,0.166,0.046,0.002,0.027,0.003,0.016,0.024,0.002,239.11,249.3,0.959,2,1,29.1,4,1,6,3,0,7,0.571,1,3,1,0,0,1,1,0,0,0.82,2.537,0.462,20,-0.884,0,0,0,0,Accepted,Rejected,Accepted,Accepted,0,Molecule 88,Clc1cccc(c1)C(=O)C(NC(C)(C)C)C.Cl,C13H19Cl2NO,276.2,17,6,0.46,4,2,1,75.49,29.1,0,4.02,4.1,3.11,3.35,2.92,-4.08,0.0229,0.0000828,Moderately soluble,-4.33,0.0128,0.0000464,Moderately soluble,-4.67,0.00596,0.0000216,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.13,0,0,0,0,0,0.55,0,0,1,2.18,0.65,0.74,0.79,0.81,0.66,0.57,0.88,0.74,0.76,0.9,0.76,0.58,0.71,0.98,1,1,0.99,0.93,0.98,0.99,0.99,0.99,0.96,0.99,0.99,0.87,0.83,0.63,0.95,0.7,0.71,1,1,0.69,0.99,0.57,0.9,0.76,0.95,0.75,0.5,0.57,0.62,0.85,0.98
S2460,Pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,,-1.64,0.766,0.452,0,0.999,0.016,0.043,0.022,-5.185,1.93E-05,0.64,0.1552,1.185,0.7845,0.102,0.549,0.35,0.062,0.008,0.029,0.175,0.873,0.009,0.359,6.701,0.469,0.107,0.973,0.093,0.045,0.708,0.871,0.424,0.899,0.005,0.028,0.853,0.059,1.952,2.676,4.006,0.005,0.003,0.081,0.006,0.075,0.008,0.007,0.042,0.01,0.008,0.025,0.008,211.11,210.63,1.002,3,3,51.67,3,2,9,4,0,11,0.273,1,0,0,0,0,0,0,1,0,0.695,3.742,0.7,34.706,-0.913,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 15,CCCNC1CCc2c(C1)sc(n2)N,C10H17N3S,211.33,14,5,0.7,3,2,2,61.17,79.18,2.19,1.86,1.59,1.01,2.64,1.86,-2.39,0.864,0.00409,Soluble,-3.14,0.152,0.000718,Soluble,-3.07,0.18,0.000853,Soluble,High,No,No,Yes,No,No,No,No,-6.27,0,0,0,0,0,0.55,0,0,1,3.37,0.69,0.87,0.87,0.91,0.82,0.6,0.98,0.62,0.54,0.78,0.5,0.52,0.65,0.93,0.98,0.99,0.98,0.95,0.99,0.99,0.97,0.97,0.97,0.98,0.97,0.96,0.89,0.84,0.76,0.81,0.93,0.99,1,0.69,0.99,0.89,0.83,0.69,0.75,0.62,0.72,0.67,0.74,0.74,0.98
S2467,Famciclovir,CC(=O)OCC(CC[N]1C=NC2=CN=C(N)N=C12)COC(C)=O,,-1.918,-0.403,-1.606,0.002,0.996,0.51,0.108,0.005,-5.417,8.37E-06,0.817,0.1601,0.654,0.7407,0.073,0.094,0.046,0.045,0.003,0.019,0.397,0.134,0.043,0.205,2.704,0.938,0.38,0.979,0.887,0.905,0.286,0.803,0.651,0.579,0.003,0.029,0.059,0.18,2.887,3.932,4.135,0.008,0.004,0.03,0.016,0.037,0.005,0.003,0.027,0.072,0.683,0.012,0.258,321.14,307.913,1.043,9,2,122.95,9,2,9,9,0,13,0.692,0,0,0,0,0,0,0,1,0,0.71,3.348,0.5,13,-0.1,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 34,CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,C14H19N5O4,321.33,23,9,0.5,9,7,1,82.02,122.22,2.5,-0.06,0.55,-0.15,0.53,0.68,-1.49,10.4,0.0324,Very soluble,-2.06,2.83,0.0088,Soluble,-2.78,0.532,0.00166,Soluble,High,No,Yes,No,No,No,No,No,-8.3,0,0,0,0,0,0.55,0,1,1,2.43,0.78,0.9,0.65,0.84,0.8,0.59,0.99,0.56,0.76,0.91,0.56,0.7,0.56,0.92,0.99,0.98,0.98,0.95,0.98,0.99,0.98,0.98,0.96,0.93,0.96,0.92,0.78,0.86,0.88,0.62,0.93,0.99,0.99,0.69,0.96,0.68,0.93,0.68,0.79,0.73,0.81,0.7,0.52,0.9,0.99
S2484,Milrinone,CC1=C(C=C(C#N)C(=O)N1)C2=CC=NC=C2,,-2.347,0.946,1.065,0.001,0.001,0.005,0.001,0.001,-4.742,1.90E-05,0.078,0.7763,0.649,0.237,0.907,0.626,0.762,0.057,0.178,0.349,0.295,0.393,0.742,0.289,6.327,0.817,0.061,0.911,0.975,0.555,0.9,0.809,0.173,0.12,0.004,0.369,0.863,0.426,2.833,3.368,4.63,0.51,0.004,0.155,0.687,0.047,0.103,0.011,0.066,0.177,0.061,0.076,0.354,211.07,219.684,0.961,4,1,69.54,1,2,6,4,0,14,0.071,0,1,0,0,0,0,0,1,0,0.779,2.37,0.083,11,-1.169,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 20,N#Cc1cc(c2ccncc2)c([nH]c1=O)C,C12H9N3O,211.22,16,12,0.08,1,3,1,59.97,69.54,1.46,0.62,1.62,0.41,3.04,1.43,-2.03,1.98,0.00935,Soluble,-1.65,4.68,0.0221,Very soluble,-4.56,0.00586,0.0000277,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-7.15,0,0,0,0,0,0.55,0,0,1,2.26,0.5,0.77,0.73,0.76,0.9,0.52,0.99,0.92,0.89,0.94,0.59,0.59,0.68,0.89,0.98,0.99,0.97,0.97,0.99,0.96,0.99,0.99,0.9,0.94,0.94,0.88,0.78,0.73,0.96,0.65,0.97,0.99,1,0.95,0.95,0.73,0.94,0.61,0.92,0.68,0.81,0.55,0.94,0.91,0.98
S2487,Mycophenolic acid,COC1=C(C)C2=C(C(=C1C\C=C(/C)CCC(O)=O)O)C(=O)OC2,,-3.624,2.103,3.367,0.001,0.162,0.029,0.015,0.002,-5.256,9.51E-06,0.004,0.9621,0.211,0.0222,0.068,0.642,0.017,0.058,0.071,0.731,0.048,0.169,0.01,0.037,5.918,0.901,0.003,0.126,0.047,0.005,0.637,0.032,0.412,0.68,0.004,0.408,0.056,0.46,3.183,4.289,5.371,0.028,0.044,0.847,0.177,0.671,0.51,0.91,0.62,0.01,0.065,0.405,0.789,320.13,322.398,0.993,6,3,100.13,6,2,9,6,0,12,0.5,0,1,0,0,0,1,0,2,0,0.704,3.164,0.353,15,1.436,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 8,COc1c(C/C=C(/CCC(=O)O)\C)c(O)c2c(c1C)COC2=O,C17H20O6,320.34,23,6,0.41,6,6,2,84.35,93.06,2.48,3.2,2.58,1.82,3.52,2.72,-3.64,0.0735,0.00023,Soluble,-4.83,0.00478,0.0000149,Moderately soluble,-3.56,0.0878,0.000274,Soluble,High,No,No,Yes,No,No,No,No,-5.98,0,0,0,0,0,0.56,0,1,0,3.02,0.85,0.85,0.67,0.9,0.61,0.58,0.8,0.93,0.88,0.51,0.71,0.54,0.73,0.87,0.96,0.9,0.71,0.64,0.89,0.91,0.92,0.92,0.63,1,0.98,0.57,0.77,0.65,0.83,0.59,0.99,1,1,0.59,0.99,0.53,0.64,0.94,0.77,0.94,0.86,0.56,0.75,0.59,0.99
S2489,Nateglinide,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(O)=O,,-3.977,3.171,3.425,0,0.02,0.006,0.003,0.002,-4.791,4.84E-05,0.044,0.9596,0.293,0.0099,0.047,0.095,0.1,0.648,0.403,0.954,0.018,0.244,0.052,0.3,0.999,0.687,0.039,0.589,0.125,0.005,0.641,0.022,0.144,0.037,0.003,0.03,0.071,0.337,3.023,3.23,3.914,0.469,0.006,0.016,0.011,0.154,0.031,0.287,0.064,0.005,0.03,0.019,0.006,317.2,344.252,0.921,4,2,66.4,7,2,6,4,0,14,0.5,1,0,0,0,0,1,0,0,0,0.846,2.344,0.579,44.2,-0.234,0,0,0,0,Accepted,Rejected,Accepted,Accepted,0,Molecule 39,CC(C1CCC(CC1)C(=O)NC(C(=O)O)Cc1ccccc1)C,C19H27NO3,317.42,23,6,0.58,7,3,2,91.75,66.4,2.66,4.06,3.26,2.81,3.27,3.21,-4.1,0.0254,0.00008,Moderately soluble,-5.16,0.0022,0.00000694,Moderately soluble,-4.23,0.0185,0.0000583,Moderately soluble,High,Yes,No,No,No,Yes,No,No,-5.35,0,0,0,0,0,0.85,0,0,1,3.22,0.76,0.65,0.51,0.81,0.64,0.64,0.99,0.84,0.73,0.71,0.61,0.58,0.66,0.98,0.99,0.99,0.92,0.97,0.99,0.96,0.98,0.98,0.94,0.99,0.98,0.66,0.74,0.78,0.89,0.66,0.74,0.99,1,0.89,0.99,0.79,0.74,0.78,0.93,0.94,0.89,0.76,0.78,0.94,0.99
S2528,Ciclopirox,CC1=CC(=O)N(O)C(=C1)C2CCCCC2,,-1.907,2.408,2.143,0.002,0.032,0.005,0.008,0.193,-4.598,2.64E-05,0.881,0.9316,0.454,0.028,0.877,0.746,0.747,0.179,0.559,0.151,0.014,0.199,0.107,0.253,6.892,0.656,0.009,0.064,0.032,0.205,0.304,0.942,0.528,0.458,0.004,0.332,0.848,1.642,4.191,4.046,4.915,0.013,0.644,0.062,0.688,0.748,0.005,0.654,0.373,0.978,0.963,0.949,0.997,207.13,219.663,0.943,3,1,42.23,1,2,6,3,0,13,0.077,0,1,0,0,0,0,0,0,2,0.719,2.551,0.583,28.947,0.301,0,0,1,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 15,Cc1cc(C2CCCCC2)n(c(=O)c1)O,C12H17NO2,207.27,15,6,0.58,1,2,1,60.1,42.23,2.28,1.99,2.44,2.67,2.16,2.31,-2.61,0.51,0.00246,Soluble,-2.5,0.651,0.00314,Soluble,-2.36,0.901,0.00435,Soluble,High,Yes,No,No,No,No,No,No,-6.15,0,0,0,0,0,0.55,0,1,1,2.51,0.58,0.82,0.62,0.62,0.61,0.5,0.99,0.58,0.88,0.91,0.6,0.67,0.64,0.83,0.95,0.95,0.9,0.87,0.95,0.93,0.84,0.84,0.68,0.89,0.86,0.81,0.72,0.62,0.85,0.62,0.87,0.95,0.99,0.75,0.99,0.74,0.73,0.85,0.91,0.78,0.71,0.57,0.69,0.93,0.99
S2551,Sulbactam sodium,[Na+].CC1(C)C(N2C(CC2=O)[S]1(=O)=O)C([O-])=O,,-1.497,-1.971,-1.102,0.073,0.002,0.055,0.068,0.004,-5.441,0.00010428,0.031,0.3443,0.308,0.7767,0.002,0.247,0.012,0.102,0.005,0.588,0.04,0.072,0.007,0.073,2.615,0.556,0.001,0.957,0.977,0.038,0.01,0.006,0.725,0.04,0.004,0.02,0.008,0.126,2.649,3.237,3.323,0.004,0.003,0.005,0.003,0.035,0.006,0.006,0.263,0.003,0.003,0.008,0.002,232.03,196.677,1.18,6,0,94.58,1,2,7,7,-1,12,0.083,2,0,0,0,0,3,0,1,0,0.481,4.261,0.75,43.714,0.46,3,1,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 47,[O-]C(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C.[Na+],C8H10NNaO5S,255.22,16,0,0.75,1,5,0,52.18,102.96,-12.03,-1.01,-1.43,-0.11,-0.94,-3.1,-0.72,48.6,0.191,Very soluble,-0.67,55.2,0.216,Very soluble,-0.1,205,0.804,Soluble,High,No,Yes,No,No,No,No,No,-8.57,0,1,0,0,0,0.55,0,0,0,3.84,0.69,0.77,0.58,0.7,0.61,0.76,0.99,0.69,0.63,0.81,0.65,0.64,0.51,0.97,0.98,0.98,0.98,0.93,0.97,0.96,0.98,0.98,0.98,0.95,0.98,0.72,0.68,0.66,0.71,0.83,0.98,0.98,0.99,0.85,0.98,0.52,0.72,0.86,0.93,0.9,0.88,0.73,0.88,0.9,0.98
S2585,Brompheniramine hydrogen maleate,CN(C)CCC(C1=CC=C(Br)C=C1)C2=CC=CC=N2.OC(=O)\C=C/C(O)=O,,-3.728,2.926,3.588,0.001,0.001,0.003,0.002,0.001,-4.333,1.89E-05,0.951,0.8512,4.42,0.2374,0.097,0.944,0.071,0.98,0.019,0.391,0.962,0.913,0.033,0.905,3.613,0.068,0.445,0.427,0.121,0.01,0.925,0.925,0.267,0.063,0.004,0.012,0.969,1.645,3.927,5.191,6.083,0.368,0.002,0.003,0.017,0.107,0.008,0.005,0.029,0.006,0.014,0.114,0.011,318.07,293.638,1.083,2,0,16.13,5,2,6,3,0,12,0.417,1,2,1,0,0,1,1,0,0,0.83,2.54,0.312,22,-1.237,1,0,0,0,Accepted,Rejected,Accepted,Accepted,0,Molecule 10,CN(CCC(c1ccccn1)c1ccc(cc1)Br)C.OC(=O)/C=C\C(=O)O,C20H23BrN2O4,435.31,27,12,0.25,7,6,2,107.93,90.73,3.39,0.73,3.64,2.09,4.04,2.78,-2.87,0.593,0.00136,Soluble,-2.21,2.66,0.00611,Soluble,-6.34,0.000198,0.000000455,Poorly soluble,High,No,Yes,No,No,No,No,No,-8.44,0,0,0,0,0,0.56,0,1,1,3.28,0.82,0.55,0.54,0.87,0.75,0.68,0.74,0.89,0.62,0.64,0.62,0.58,0.6,0.98,0.99,0.99,0.97,0.98,0.99,0.99,0.99,0.99,0.97,0.99,0.98,0.58,0.69,0.74,0.88,0.74,0.86,0.99,1,0.58,0.98,0.56,0.94,0.71,0.82,0.88,0.77,0.63,0.5,0.74,0.98
S2608,Fluocinonide,CC(=O)OCC(=O)C12OC(C)(C)OC1CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC23C,,-4.754,2.853,3.112,0.961,0.001,0.141,0.978,0.821,-5.022,2.59E-05,0.997,0.671,0.962,0.3282,0.002,0.26,0.04,0.803,0.042,0.058,0.002,0.052,0.687,0.907,10.788,0.284,0.029,0.12,0.595,0.318,0.778,0.885,0.071,0.949,0.003,0.008,0.979,0.472,4.098,4.837,4.651,0.755,0.777,0.012,0.556,0.134,0.562,0.721,0.586,0.062,0.463,0.84,0.796,494.21,475.954,1.038,7,1,99.13,4,5,20,9,0,27,0.148,8,2,3,0,0,6,4,2,2,0.601,5.181,0.731,100.533,1.807,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 18,CC(=O)OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2(C1CC(C1=CC(=O)C=CC21C)F)F)(C)C,C26H32F2O7,494.52,35,0,0.73,4,9,1,120.29,99.13,3.55,3.19,3.78,2.08,3.54,3.23,-4.65,0.011,0.0000223,Moderately soluble,-4.94,0.00564,0.0000114,Moderately soluble,-4.1,0.0392,0.0000793,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.05,0,1,0,0,0,0.55,0,0,1,6.09,0.98,0.85,0.59,0.94,0.55,0.55,0.99,0.76,0.74,1,0.51,0.8,0.95,0.99,1,0.95,0.75,0.98,1,0.99,0.99,0.99,0.76,0.99,0.99,0.67,0.88,0.57,0.81,0.53,0.97,1,0.99,0.54,1,0.73,0.51,0.93,0.74,0.99,0.99,0.54,0.87,0.98,0.98
S2667,Dolutegravir (GSK1349572),CC1CCOC2CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(=C3C(=O)N12)O,,-3.886,1.367,1.518,0.008,0.053,0.008,0.097,0.084,-4.692,1.30E-05,0.293,0.9366,1.089,0.0284,0.034,0.135,0.245,0.168,0.452,0.89,0.027,0.197,0.079,0.119,2.721,0.109,0.031,0.98,0.918,0.046,0.036,0.888,0.161,0.154,0.003,0.007,0.151,0.627,1.994,3.126,5.391,0.003,0.003,0.347,0.748,0.184,0.007,0.05,0.722,0.011,0.008,0.104,0.054,419.13,388.235,1.08,8,2,100.87,4,4,14,10,0,25,0.16,2,3,0,0,0,1,1,0,0,0.782,3.622,0.35,84.259,-0.925,0,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 18,Fc1ccc(c(c1)F)CNC(=O)c1cn2CC3OCCC(N3C(=O)c2c(c1=O)O)C,C20H19F2N3O5,419.38,30,12,0.35,4,7,2,104.48,100.87,2.12,2.44,1.66,0.79,1.85,1.77,-4.01,0.041,0.0000979,Moderately soluble,-4.2,0.0264,0.0000629,Moderately soluble,-4.47,0.0142,0.0000339,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.13,0,0,0,0,0,0.55,0,0,1,4.16,0.76,0.79,0.76,0.93,0.8,0.62,0.98,0.56,0.62,0.67,0.58,0.73,0.67,0.86,0.94,0.97,0.88,0.84,0.95,0.97,0.95,0.95,0.76,0.76,0.94,0.85,0.76,0.84,0.73,0.65,0.87,0.95,0.99,0.5,0.99,0.71,0.93,0.6,0.93,0.88,0.79,0.51,0.69,0.67,0.99
S2760,Canagliflozin (JNJ 28431754),CC1=C(CC2=CC=C(S2)C3=CC=C(F)C=C3)C=C(C=C1)C4OC(CO)C(O)C(O)C4O,,-3.922,3.095,3.684,0.004,0.008,0.079,0.024,0.007,-5.05,3.58E-05,0.116,0.9895,0.866,0.0193,0.067,0.089,0.348,0.073,0.39,0.809,0.177,0.863,0.256,0.598,2.694,0.032,0.045,0.411,0.873,0.601,0.303,0.054,0.02,0.479,0.003,0.011,0.035,1.779,4.715,5.666,6.783,0.015,0.012,0.015,0.898,0.393,0.018,0.97,0.272,0.015,0.019,0.811,0.329,444.14,436.87,1.017,5,4,90.15,5,4,6,7,0,23,0.217,5,2,1,0,0,0,1,1,0,0.486,3.685,0.333,79.5,0.266,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 4,OCC1OC(c2ccc(c(c2)Cc2ccc(s2)c2ccc(cc2)F)C)C(C(C1O)O)O,C24H25FO5S,444.52,31,17,0.33,5,6,4,116.75,118.39,3.23,3.23,3.06,1.95,4.83,3.26,-4.71,0.00873,0.0000196,Moderately soluble,-5.39,0.00181,0.00000408,Moderately soluble,-5.73,0.000822,0.00000185,Moderately soluble,High,No,Yes,Yes,No,No,Yes,No,-6.72,0,0,0,0,0,0.55,0,0,1,4.99,0.6,0.87,0.88,0.63,0.56,0.72,0.77,0.63,0.67,0.74,0.61,0.5,0.53,0.79,0.9,0.94,0.88,0.77,0.95,0.8,0.87,0.87,0.77,0.72,0.95,0.75,0.72,0.89,0.85,0.81,0.9,0.98,0.97,0.78,0.99,0.64,0.77,0.88,0.67,0.81,0.75,0.56,0.71,0.81,0.84
S2789,Tofacitinib (CP-690550),CC1CCN(CC1N(C)C2=C3C=C[NH]C3=NC=N2)C(=O)CC#N,,-2.176,1.426,1.174,0,0.959,0.024,0.016,0.63,-4.655,6.28E-06,0.869,0.4657,1.21,0.5894,0.025,0.194,0.03,0.056,0.025,0.393,0.012,0.163,0.224,0.612,8.737,0.645,0.028,0.884,0.962,0.018,0.787,0.914,0.926,0.18,0.005,0.068,0.986,0.115,1.977,4.008,4.819,0.021,0.005,0.497,0.88,0.084,0.083,0.072,0.461,0.026,0.576,0.156,0.802,312.17,315.938,0.988,7,1,88.91,4,3,9,7,0,18,0.222,2,1,0,0,0,0,0,2,1,0.928,3.67,0.5,58.083,-1.138,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 16,N#CCC(=O)N1CCC(C(C1)N(c1ncnc2c1cc[nH]2)C)C,C16H20N6O,312.37,23,9,0.5,4,4,1,91.2,88.91,2.09,1.5,1.16,0.7,1.04,1.3,-2.75,0.559,0.00179,Soluble,-2.97,0.331,0.00106,Soluble,-3.34,0.144,0.000461,Soluble,High,No,No,No,No,No,No,No,-7.14,0,0,0,0,0,0.55,0,0,0,3.26,0.79,0.91,0.83,0.93,0.91,0.65,0.97,0.54,0.78,0.95,0.61,0.65,0.68,0.73,0.88,0.98,0.92,0.79,0.98,0.96,0.96,0.96,0.93,0.87,0.93,0.96,0.82,0.95,0.87,0.57,0.98,0.99,1,0.51,0.98,0.55,0.99,0.71,0.94,0.84,0.88,0.78,0.53,0.7,0.99
